Provider_ID,Provider_Name,Hospital_CCN,Affiliation_Status
PRV001245,Provider Name 1245,690008,Active
PRV001003,Provider Name 1003,260196,Active
PRV000309,Provider Name 309,389621,Active
PRV001238,Provider Name 1238,971841,Active
PRV000111,Provider Name 111,334297,Active
PRV000707,Provider Name 707,948285,Active
PRV000076,Provider Name 76,528245,Active
PRV001061,Provider Name 1061,565422,Active
PRV000437,Provider Name 437,471789,Active
PRV000762,Provider Name 762,447929,Active
PRV000683,Provider Name 683,840952,Active
PRV000243,Provider Name 243,866680,Active
PRV000527,Provider Name 527,110927,Active
PRV000872,Provider Name 872,678159,Active
PRV001214,Provider Name 1214,535281,Active
PRV000046,Provider Name 46,850027,Active
PRV000374,Provider Name 374,872351,Active
PRV000507,Provider Name 507,775717,Active
PRV000236,Provider Name 236,604607,Active
PRV001258,Provider Name 1258,349723,Active
PRV000053,Provider Name 53,331915,Active
PRV000771,Provider Name 771,895913,Active
PRV001118,Provider Name 1118,297361,Active
PRV000279,Provider Name 279,940283,Active
PRV000401,Provider Name 401,169790,Active
PRV000134,Provider Name 134,630647,Active
PRV001154,Provider Name 1154,451012,Active
PRV000530,Provider Name 530,693002,Active
PRV000268,Provider Name 268,458480,Active
PRV000955,Provider Name 955,460218,Active
PRV000706,Provider Name 706,775627,Active
PRV000474,Provider Name 474,336450,Active
PRV000272,Provider Name 272,458163,Active
PRV000536,Provider Name 536,657675,Active
PRV001157,Provider Name 1157,546872,Active
PRV000107,Provider Name 107,711420,Active
PRV000120,Provider Name 120,542894,Active
PRV000386,Provider Name 386,906264,Active
PRV000484,Provider Name 484,578096,Active
PRV000581,Provider Name 581,100706,Active
PRV001056,Provider Name 1056,497468,Active
PRV000361,Provider Name 361,491803,Active
PRV001229,Provider Name 1229,271376,Active
PRV000045,Provider Name 45,509043,Active
PRV001064,Provider Name 1064,771996,Active
PRV000680,Provider Name 680,376292,Active
PRV000167,Provider Name 167,711704,Active
PRV000100,Provider Name 100,268190,Active
PRV000577,Provider Name 577,690415,Active
PRV000750,Provider Name 750,563895,Active
PRV000597,Provider Name 597,982004,Active
PRV000703,Provider Name 703,376292,Active
PRV000125,Provider Name 125,591652,Active
PRV000120,Provider Name 120,447929,Active
PRV000365,Provider Name 365,619520,Active
PRV001174,Provider Name 1174,672577,Active
PRV000897,Provider Name 897,642624,Active
PRV000305,Provider Name 305,621441,Active
PRV000665,Provider Name 665,390226,Active
PRV000587,Provider Name 587,420366,Active
PRV000369,Provider Name 369,216641,Active
PRV001036,Provider Name 1036,272304,Active
PRV000778,Provider Name 778,118748,Active
PRV001207,Provider Name 1207,642624,Active
PRV000283,Provider Name 283,711704,Active
PRV001159,Provider Name 1159,407520,Active
PRV000628,Provider Name 628,520009,Active
PRV001241,Provider Name 1241,895551,Active
PRV000811,Provider Name 811,935133,Active
PRV000985,Provider Name 985,497468,Active
PRV000296,Provider Name 296,859317,Active
PRV000007,Provider Name 7,578096,Active
PRV000634,Provider Name 634,717641,Active
PRV000326,Provider Name 326,823734,Active
PRV001243,Provider Name 1243,802103,Active
PRV000512,Provider Name 512,312918,Active
PRV001200,Provider Name 1200,487479,Active
PRV000477,Provider Name 477,297361,Active
PRV000114,Provider Name 114,149189,Active
PRV000899,Provider Name 899,935133,Active
PRV000791,Provider Name 791,293985,Active
PRV001108,Provider Name 1108,551505,Active
PRV000641,Provider Name 641,118478,Active
PRV000687,Provider Name 687,690008,Active
PRV000847,Provider Name 847,562186,Active
PRV000342,Provider Name 342,822182,Active
PRV000666,Provider Name 666,817500,Active
PRV000337,Provider Name 337,682278,Active
PRV000088,Provider Name 88,619520,Active
PRV000922,Provider Name 922,897456,Active
PRV000697,Provider Name 697,458163,Active
PRV001055,Provider Name 1055,268190,Active
PRV000394,Provider Name 394,144794,Active
PRV000182,Provider Name 182,989546,Active
PRV000520,Provider Name 520,902573,Active
PRV000118,Provider Name 118,573028,Active
PRV000885,Provider Name 885,180556,Active
PRV000490,Provider Name 490,735645,Active
PRV000127,Provider Name 127,693880,Active
PRV000627,Provider Name 627,893075,Active
PRV001084,Provider Name 1084,520009,Active
PRV001137,Provider Name 1137,619520,Active
PRV000113,Provider Name 113,619520,Active
PRV000871,Provider Name 871,819533,Active
PRV000167,Provider Name 167,847801,Active
PRV000740,Provider Name 740,721389,Active
PRV001026,Provider Name 1026,898960,Active
PRV000186,Provider Name 186,517824,Active
PRV001172,Provider Name 1172,389621,Active
PRV000554,Provider Name 554,513462,Active
PRV000700,Provider Name 700,546872,Active
PRV000319,Provider Name 319,144794,Active
PRV000275,Provider Name 275,895551,Active
PRV000482,Provider Name 482,835839,Active
PRV000005,Provider Name 5,690345,Active
PRV001053,Provider Name 1053,536486,Active
PRV000347,Provider Name 347,855670,Active
PRV000223,Provider Name 223,215820,Active
PRV001239,Provider Name 1239,971841,Active
PRV000393,Provider Name 393,752547,Active
PRV000576,Provider Name 576,463200,Active
PRV001003,Provider Name 1003,847801,Active
PRV000526,Provider Name 526,565176,Active
PRV001260,Provider Name 1260,196597,Active
PRV001107,Provider Name 1107,216641,Active
PRV000254,Provider Name 254,961023,Active
PRV000879,Provider Name 879,577571,Active
PRV000054,Provider Name 54,895551,Active
PRV000634,Provider Name 634,692001,Active
PRV000259,Provider Name 259,693706,Active
PRV001216,Provider Name 1216,563895,Active
PRV000643,Provider Name 643,752547,Active
PRV001022,Provider Name 1022,703989,Active
PRV000301,Provider Name 301,367120,Active
PRV000747,Provider Name 747,376292,Active
PRV000646,Provider Name 646,895551,Active
PRV000148,Provider Name 148,157651,Active
PRV000343,Provider Name 343,466597,Active
PRV000331,Provider Name 331,128507,Active
PRV000369,Provider Name 369,895913,Active
PRV000841,Provider Name 841,390226,Active
PRV000512,Provider Name 512,447435,Active
PRV000647,Provider Name 647,538780,Active
PRV000217,Provider Name 217,562186,Active
PRV000887,Provider Name 887,982004,Active
PRV000915,Provider Name 915,374329,Active
PRV000806,Provider Name 806,272304,Active
PRV000215,Provider Name 215,780838,Active
PRV001178,Provider Name 1178,260196,Active
PRV000312,Provider Name 312,784462,Active
PRV000224,Provider Name 224,604607,Active
PRV000375,Provider Name 375,155106,Active
PRV000630,Provider Name 630,185620,Active
PRV000538,Provider Name 538,226882,Active
PRV000098,Provider Name 98,118478,Active
PRV000723,Provider Name 723,895551,Active
PRV000687,Provider Name 687,376126,Active
PRV001175,Provider Name 1175,265010,Active
PRV000965,Provider Name 965,850027,Active
PRV000310,Provider Name 310,301533,Active
PRV000518,Provider Name 518,447435,Active
PRV000651,Provider Name 651,156542,Active
PRV000120,Provider Name 120,735991,Active
PRV001034,Provider Name 1034,341478,Active
PRV000566,Provider Name 566,530146,Active
PRV000524,Provider Name 524,626897,Active
PRV000423,Provider Name 423,216641,Active
PRV000092,Provider Name 92,523868,Active
PRV000177,Provider Name 177,605620,Active
PRV000718,Provider Name 718,608720,Active
PRV000034,Provider Name 34,389741,Active
PRV000241,Provider Name 241,448026,Active
PRV000319,Provider Name 319,295591,Active
PRV001089,Provider Name 1089,966377,Active
PRV000514,Provider Name 514,729591,Active
PRV000822,Provider Name 822,448026,Active
PRV001107,Provider Name 1107,196597,Active
PRV000080,Provider Name 80,367120,Active
PRV000158,Provider Name 158,458893,Active
PRV000021,Provider Name 21,636505,Active
PRV001138,Provider Name 1138,886126,Active
PRV000048,Provider Name 48,640135,Active
PRV000839,Provider Name 839,343413,Active
PRV001226,Provider Name 1226,551505,Active
PRV000064,Provider Name 64,538780,Active
PRV000807,Provider Name 807,780838,Active
PRV000717,Provider Name 717,805621,Active
PRV000353,Provider Name 353,420354,Active
PRV000732,Provider Name 732,542894,Active
PRV000311,Provider Name 311,715093,Active
PRV000974,Provider Name 974,906264,Active
PRV000679,Provider Name 679,520009,Active
PRV001263,Provider Name 1263,850027,Active
PRV000736,Provider Name 736,458163,Active
PRV000998,Provider Name 998,305979,Active
PRV000775,Provider Name 775,690415,Active
PRV000704,Provider Name 704,163659,Active
PRV001156,Provider Name 1156,161292,Active
PRV000640,Provider Name 640,420354,Active
PRV000621,Provider Name 621,376292,Active
PRV000341,Provider Name 341,665041,Active
PRV000624,Provider Name 624,389621,Active
PRV000665,Provider Name 665,538780,Active
PRV000518,Provider Name 518,717641,Active
PRV001075,Provider Name 1075,214210,Active
PRV000282,Provider Name 282,448026,Active
PRV000600,Provider Name 600,931521,Active
PRV001076,Provider Name 1076,297361,Active
PRV000982,Provider Name 982,715093,Active
PRV001122,Provider Name 1122,530146,Active
PRV001239,Provider Name 1239,577200,Active
PRV000983,Provider Name 983,531411,Active
PRV000561,Provider Name 561,214210,Active
PRV001256,Provider Name 1256,360506,Active
PRV000781,Provider Name 781,906264,Active
PRV001208,Provider Name 1208,340983,Active
PRV000448,Provider Name 448,744995,Active
PRV001187,Provider Name 1187,894043,Active
PRV000922,Provider Name 922,407520,Active
PRV000161,Provider Name 161,752547,Active
PRV000146,Provider Name 146,663803,Active
PRV000829,Provider Name 829,961023,Active
PRV000714,Provider Name 714,886126,Active
PRV000490,Provider Name 490,568959,Active
PRV000387,Provider Name 387,630647,Active
PRV000525,Provider Name 525,577200,Active
PRV001080,Provider Name 1080,288500,Active
PRV000253,Provider Name 253,342869,Active
PRV000904,Provider Name 904,735645,Active
PRV000795,Provider Name 795,666939,Active
PRV001223,Provider Name 1223,671932,Active
PRV000069,Provider Name 69,809646,Active
PRV001130,Provider Name 1130,163659,Active
PRV001129,Provider Name 1129,306744,Active
PRV000826,Provider Name 826,403468,Active
PRV000057,Provider Name 57,458893,Active
PRV000162,Provider Name 162,180556,Active
PRV000884,Provider Name 884,166223,Active
PRV000254,Provider Name 254,809646,Active
PRV000898,Provider Name 898,857343,Active
PRV001067,Provider Name 1067,295591,Active
PRV000666,Provider Name 666,341576,Active
PRV000061,Provider Name 61,619251,Active
PRV001047,Provider Name 1047,748281,Active
PRV000644,Provider Name 644,621441,Active
PRV000887,Provider Name 887,657675,Active
PRV001221,Provider Name 1221,802103,Active
PRV000603,Provider Name 603,497468,Active
PRV000319,Provider Name 319,177564,Active
PRV000421,Provider Name 421,517824,Active
PRV000007,Provider Name 7,935133,Active
PRV001051,Provider Name 1051,239289,Active
PRV000850,Provider Name 850,389621,Active
PRV001179,Provider Name 1179,377558,Active
PRV001017,Provider Name 1017,546061,Active
PRV000829,Provider Name 829,367364,Active
PRV000203,Provider Name 203,678159,Active
PRV001170,Provider Name 1170,872351,Active
PRV000207,Provider Name 207,971841,Active
PRV000777,Provider Name 777,840952,Active
PRV000808,Provider Name 808,156542,Active
PRV000655,Provider Name 655,521605,Active
PRV000340,Provider Name 340,374329,Active
PRV000558,Provider Name 558,841419,Active
PRV000692,Provider Name 692,735645,Active
PRV001134,Provider Name 1134,763164,Active
PRV000933,Provider Name 933,703989,Active
PRV001234,Provider Name 1234,180556,Active
PRV000250,Provider Name 250,690415,Active
PRV000491,Provider Name 491,331915,Active
PRV000818,Provider Name 818,312918,Active
PRV000253,Provider Name 253,857343,Active
PRV001148,Provider Name 1148,487479,Active
PRV000633,Provider Name 633,105307,Active
PRV000755,Provider Name 755,562186,Active
PRV000637,Provider Name 637,530146,Active
PRV001134,Provider Name 1134,931349,Active
PRV001096,Provider Name 1096,361159,Active
PRV000109,Provider Name 109,859317,Active
PRV000416,Provider Name 416,577200,Active
PRV000284,Provider Name 284,250848,Active
PRV001196,Provider Name 1196,987009,Active
PRV000838,Provider Name 838,528245,Active
PRV000102,Provider Name 102,389621,Active
PRV000906,Provider Name 906,601911,Active
PRV000785,Provider Name 785,721389,Active
PRV000515,Provider Name 515,990632,Active
PRV000963,Provider Name 963,987009,Active
PRV001252,Provider Name 1252,624667,Active
PRV000672,Provider Name 672,271376,Active
PRV000481,Provider Name 481,784462,Active
PRV001093,Provider Name 1093,120981,Active
PRV001223,Provider Name 1223,428790,Active
PRV000714,Provider Name 714,214210,Active
PRV000114,Provider Name 114,960295,Active
PRV000179,Provider Name 179,859317,Active
PRV000900,Provider Name 900,389741,Active
PRV000978,Provider Name 978,711704,Active
PRV000968,Provider Name 968,420354,Active
PRV000565,Provider Name 565,763164,Active
PRV000900,Provider Name 900,157651,Active
PRV000914,Provider Name 914,549564,Active
PRV000157,Provider Name 157,447929,Active
PRV000083,Provider Name 83,636505,Active
PRV000641,Provider Name 641,520009,Active
PRV000310,Provider Name 310,987009,Active
PRV001231,Provider Name 1231,866680,Active
PRV000326,Provider Name 326,250848,Active
PRV001229,Provider Name 1229,376126,Active
PRV000788,Provider Name 788,678159,Active
PRV000635,Provider Name 635,748281,Active
PRV000897,Provider Name 897,337684,Active
PRV000304,Provider Name 304,376126,Active
PRV000458,Provider Name 458,604607,Active
PRV000239,Provider Name 239,800467,Active
PRV000846,Provider Name 846,120981,Active
PRV000815,Provider Name 815,497468,Active
PRV000622,Provider Name 622,837737,Active
PRV000752,Provider Name 752,862557,Active
PRV000565,Provider Name 565,428790,Active
PRV000730,Provider Name 730,866150,Active
PRV000624,Provider Name 624,460218,Active
PRV001246,Provider Name 1246,601911,Active
PRV001256,Provider Name 1256,771996,Active
PRV001243,Provider Name 1243,532788,Active
PRV000021,Provider Name 21,690415,Active
PRV000768,Provider Name 768,577571,Active
PRV000889,Provider Name 889,608720,Active
PRV000188,Provider Name 188,336450,Active
PRV000844,Provider Name 844,735991,Active
PRV000909,Provider Name 909,174197,Active
PRV000679,Provider Name 679,466597,Active
PRV000678,Provider Name 678,530146,Active
PRV000558,Provider Name 558,870780,Active
PRV000351,Provider Name 351,845788,Active
PRV000514,Provider Name 514,977429,Active
PRV000817,Provider Name 817,775627,Active
PRV000026,Provider Name 26,664264,Active
PRV000822,Provider Name 822,447929,Active
PRV000657,Provider Name 657,605620,Active
PRV001137,Provider Name 1137,974968,Active
PRV000387,Provider Name 387,390226,Active
